210	845135	241
212	845376	241
213	845617	238
214	845855	268
215	846123	271
216	846394	4811
217	851205	8197
218	859402	10039
219	869441	1304
220	870745	7511
221	878256	16477
223	894733	8756
224	903489	5359
226	908848	1433
227	910281	3831
228	914112	3722
229	917834	1500
230	919334	9737
231	929071	12153
232	941224	8348
236	949572	2836
237	952408	3184
238	955592	24379
239	979971	2013
240	981984	2947
241	984931	1153
243	986084	17666
245	1003750	3836
246	1007586	11147
247	1018733	12666
248	1031399	1201
249	1032600	5648
250	1038248	4151
251	1042399	5182
252	1047581	18817
253	1066398	5521
254	1071919	5422
255	1077341	17798
256	1095139	211
257	1095350	216
258	1095566	208
259	1095774	221
262	1095995	213
264	1096208	221
277	1096429	3373
278	1099802	7828
279	1107630	5370
281	1113000	5221
283	1118221	8039
286	1126260	9239
288	1135499	2258
291	1137757	6981
294	1144738	7381
295	1152119	12595
296	1164714	6378
297	1171092	9972
298	1181064	7905
299	1188969	4344
300	1193313	6784
301	1200097	6238
302	1206335	3198
303	1209533	2555
304	1212088	1586
305	1213674	4020
306	1217694	3260
307	1220954	3848
308	1224802	2989
309	1227791	28746
310	1256537	7252
311	1263789	6270
312	1270059	1765
313	1271824	1800
314	1273624	1544
315	1275168	1225
316	1276393	16357
317	1292750	5335
318	1298085	2311
319	1300396	4284
320	1304680	8604
321	1313284	12567
322	1325851	3007
323	1328858	9141
324	1337999	4458
325	1342457	12617
326	1355074	10190
327	1365264	5420
328	1370684	1959
329	1372643	6974
330	1379617	6441
331	1386058	3945
332	1390003	7844
333	1397847	14085
334	1411932	4552
335	1416484	5640
336	1422124	2125
337	1424249	4168
338	1428417	3897
339	1432314	2859
340	1435173	3130
341	1438303	9388
342	1447691	4569
343	1452260	2885
344	1455145	2381
345	1457526	9637
346	1467163	4701
347	1471864	6062
348	1477926	7133
349	1485059	5267
350	1490326	3594
351	1493920	3731
352	1497651	17363
353	1515014	2397
354	1517411	4428
355	1521839	5855
356	1527694	2495
357	1530189	6475
358	1536664	3576
359	1540240	4918
360	1545158	16104
361	1561262	2573
362	1563835	3205
363	1567040	5185
364	1572225	8957
365	1581182	7047
366	1588229	8783
367	1597012	21618
368	1618630	17851
369	1636481	5381
370	1641862	5083
371	1646945	3956
372	1650901	7029
373	1657930	5860
374	1663790	2695
375	1666485	5040
376	1671525	10050
377	1681575	4490
378	1686065	4634
379	1690699	8057
380	1698756	5598
381	1704354	2398
382	1706752	4461
383	1711213	8179
384	1719392	3923
385	1723315	11533
386	1734848	8880
387	1743728	3941
388	1747669	1901
389	1749570	3984
390	1753554	4396
391	1757950	3485
392	1761435	5497
393	1766932	15794
394	1782726	31767
395	1814493	11796
396	1826289	2816
397	1829105	3535
398	1832640	2194
399	1834834	4108
400	1838942	3571
401	1842513	2482
402	1844995	9570
403	1854565	2622
404	1857187	2927
405	1860114	4144
406	1864258	3559
407	1867817	2897
408	1870714	13620
409	1884334	3387
410	1887721	978
411	1888699	3023
412	1891722	4320
413	1896042	3243
414	1899285	9880
415	1909165	7694
