1	0	6476
2	6476	14290
3	20766	14162
4	34928	793
5	35721	457
6	36178	301
7	36479	819
8	37298	1407
9	38705	827
10	39532	1483
11	41015	816
12	41831	829
13	42660	1424
14	44084	1432
15	45516	1536
17	47052	873
18	47925	1491
19	49416	876
20	50292	1499
21	51791	1402
22	53193	864
23	54057	1427
25	55484	870
26	56354	1512
27	57866	1510
28	59376	1471
29	60847	814
30	61661	833
31	62494	1429
32	63923	865
34	64788	1407
36	66195	1423
37	67618	1415
38	69033	816
39	69849	1476
40	71325	1485
41	72810	1359
42	74169	1454
43	75623	1500
44	77123	817
45	77940	1464
46	79404	1686
47	81090	1414
48	82504	1472
49	83976	1442
51	85418	1370
52	86788	1377
53	88165	881
54	89046	1515
55	90561	830
56	91391	823
57	92214	849
58	93063	812
60	93875	822
61	94697	823
62	95520	1556
63	97076	811
64	97887	1463
65	99350	1452
66	100802	828
67	101630	10030
68	111660	18613
69	130273	11785
70	142058	12157
71	154215	9377
72	163592	8846
73	172438	7151
74	179589	13993
77	193582	14204
81	207786	17984
82	225770	5011
83	230781	8052
84	238833	4647
85	243480	3500
86	246980	3937
87	250917	5048
88	255965	2251
89	258216	1889
90	260105	2505
91	262610	4305
92	266915	3299
93	270214	3171
94	273385	4250
95	277635	2810
96	280445	8385
97	288830	5955
98	294785	8267
99	303052	26668
100	329720	12008
101	341728	15362
102	357090	40215
103	397305	32908
104	430213	4951
105	435164	15289
106	450453	23279
108	473732	2565
109	476297	5105
110	481402	3704
112	485106	4824
113	489930	3711
114	493641	3290
116	496931	2813
117	499744	4463
118	504207	11832
119	516039	13905
122	529944	610
124	530554	13450
125	544004	7538
126	551542	29570
127	581112	4140
128	585252	2285
129	587537	2732
130	590269	4191
131	594460	8820
132	603280	5431
133	608711	247
134	608958	3288
135	612246	8603
136	620849	2750
137	623599	2402
138	626001	4313
139	630314	1991
140	632305	2688
141	634993	2119
142	637112	1421
143	638533	6601
144	645134	3278
145	648412	21048
146	669460	4878
147	674338	1612
148	675950	7388
149	683338	305
151	683643	6016
152	689659	4576
153	694235	5067
154	699302	2890
155	702192	1982
156	704174	10470
157	714644	2323
158	716967	4614
159	721581	7472
160	729053	5647
161	734700	6347
162	741047	5648
163	746695	7720
164	754415	10136
165	764551	11130
166	775681	13458
167	789139	2069
168	791208	896
169	792104	2429
170	794533	1847
171	796380	2741
172	799121	3317
173	802438	2008
174	804446	2383
175	806829	1670
176	808499	2390
177	810889	1684
178	812573	1675
179	814248	1341
180	815589	5119
181	820708	1527
182	822235	3560
183	825795	2318
184	828113	1307
185	829420	3632
186	833052	2159
187	835211	4701
188	839912	291
189	840203	280
190	840483	291
191	840774	304
192	841078	290
193	841368	308
194	841676	90
195	841766	90
196	841856	253
197	842109	253
198	842362	283
199	842645	242
200	842887	307
201	843194	235
202	843429	244
203	843673	226
204	843899	233
205	844132	247
206	844379	259
208	844638	220
209	844858	277
